  QueueTimes | ServiceTimes | SojournTimes
     698.268 |        1.071 |      699.339
     695.167 |        3.720 |      698.887
     697.107 |        1.123 |      698.230
     694.153 |        1.767 |      695.920
     695.109 |        1.252 |      696.362
     693.253 |        1.135 |      694.389
     692.436 |        1.182 |      693.618
     693.622 |        4.499 |      698.121
     696.463 |        2.260 |      698.722
     698.052 |        2.209 |      700.261
     699.828 |        0.987 |      700.815
     700.603 |        3.618 |      704.221
     701.847 |        1.441 |      703.288
     703.273 |        2.442 |      705.715
     705.438 |        2.084 |      707.521
     707.112 |        6.614 |      713.726
     713.432 |        7.436 |      720.868
     720.159 |        1.123 |      721.282
     720.653 |        1.004 |      721.657
     713.952 |        0.963 |      714.915
     712.879 |        0.899 |      713.778
     708.624 |        2.399 |      711.023
     708.071 |        0.992 |      709.064
     707.091 |        4.122 |      711.213
     710.947 |        1.066 |      712.013
     711.552 |        1.977 |      713.529
     713.614 |        1.612 |      715.226
     714.038 |        0.857 |      714.894
     708.175 |        2.118 |      710.293
     706.093 |        5.152 |      711.245
     707.311 |        2.535 |      709.846
     709.546 |        1.008 |      710.554
     710.168 |        1.498 |      711.665
     708.384 |        1.222 |      709.607
     708.163 |        2.836 |      710.999
     710.721 |        1.660 |      712.381
     708.025 |        0.999 |      709.023
     708.493 |        1.799 |      710.293
     709.551 |        1.088 |      710.639
     708.402 |        1.082 |      709.483
     709.521 |        1.344 |      710.865
     710.430 |        1.575 |      712.005
     710.440 |        2.976 |      713.416
     712.677 |        1.657 |      714.333
     713.776 |        1.861 |      715.637
     714.989 |        3.961 |      718.950
     716.904 |        1.889 |      718.794
     713.486 |        3.280 |      716.766
     713.724 |        1.557 |      715.281
     714.672 |        1.026 |      715.699
     715.045 |        2.203 |      717.247
     717.244 |        4.303 |      721.547
     721.233 |        1.466 |      722.699
     721.367 |        6.552 |      727.919
     726.471 |        1.258 |      727.729
     725.952 |        7.273 |      733.225
     725.388 |        0.900 |      726.288
     724.427 |        0.975 |      725.402
     725.097 |        4.068 |      729.165
     728.908 |        6.548 |      735.457
     730.288 |        1.277 |      731.565
     730.665 |        5.836 |      736.500
     736.184 |        1.015 |      737.199
     734.080 |        1.204 |      735.284
     731.919 |        4.456 |      736.375
     734.801 |        3.499 |      738.301
     738.240 |        2.280 |      740.520
     740.403 |        4.908 |      745.312
     742.695 |        1.590 |      744.285
     742.237 |        1.161 |      743.398
     742.091 |        3.326 |      745.418
     745.139 |        3.395 |      748.534
     748.019 |        1.506 |      749.524
     748.419 |        2.905 |      751.323
     745.047 |        1.285 |      746.332
     746.056 |        4.617 |      750.673
     749.331 |        1.251 |      750.582
     748.874 |        4.699 |      753.572
     750.972 |        4.462 |      755.434
     754.692 |        2.688 |      757.381
     750.898 |        7.468 |      758.366
     758.268 |        0.867 |      759.135
     759.021 |        1.071 |      760.092
     757.036 |        2.299 |      759.335
     758.486 |        0.831 |      759.317
     759.121 |        4.430 |      763.552
     763.454 |        1.311 |      764.765
     764.612 |        0.910 |      765.522
     763.130 |        5.737 |      768.866
     767.240 |        1.340 |      768.579
     766.914 |        3.101 |      770.014
     759.385 |        2.079 |      761.464
     761.447 |        0.877 |      762.324
     761.486 |        1.307 |      762.794
     762.354 |        2.322 |      764.677
     756.647 |        2.803 |      759.449
     759.267 |        1.988 |      761.255
     759.308 |        2.232 |      761.540
     759.513 |        3.395 |      762.908
     762.149 |        0.898 |      763.046
     758.922 |        2.238 |      761.159
     760.888 |        1.325 |      762.213
     760.997 |        1.145 |      762.142
     762.045 |        3.876 |      765.921
     765.764 |        1.382 |      767.146
     766.995 |        3.607 |      770.602
     770.419 |        2.826 |      773.245
     772.254 |        1.720 |      773.975
     773.482 |        2.021 |      775.504
     773.921 |        1.269 |      775.190
     774.880 |        0.994 |      775.874
     775.642 |        1.673 |      777.316
     775.584 |        2.234 |      777.818
     777.718 |        1.118 |      778.837
     778.100 |        0.781 |      778.881
     774.006 |        1.642 |      775.649
     770.398 |        3.634 |      774.032
     773.589 |        4.385 |      777.974
     774.861 |        5.223 |      780.083
     778.421 |        1.844 |      780.265
     777.028 |        0.828 |      777.857
     776.508 |        1.628 |      778.136
     776.090 |        1.307 |      777.396
     776.533 |        1.420 |      777.954
     777.626 |        1.032 |      778.658
     777.121 |        1.548 |      778.669
     776.354 |        3.468 |      779.822
     779.313 |        0.898 |      780.212
     780.066 |        8.085 |      788.151
     788.151 |        4.098 |      792.249
     792.257 |        1.694 |      793.951
     790.896 |        1.172 |      792.068
     791.515 |        0.924 |      792.439
     792.037 |        2.442 |      794.480
     793.165 |        3.782 |      796.947
     796.341 |        5.304 |      801.645
     801.516 |        1.531 |      803.047
     802.834 |        6.361 |      809.195
     805.844 |        2.423 |      808.267
     806.044 |        4.598 |      810.643
     810.234 |        1.838 |      812.072
     811.821 |        3.645 |      815.466
     813.169 |        2.997 |      816.166
     816.099 |        1.697 |      817.796
     817.628 |        2.324 |      819.951
     819.522 |        1.301 |      820.823
     817.027 |        3.285 |      820.312
     819.497 |        2.291 |      821.788
     821.443 |        1.868 |      823.311
     821.076 |        1.638 |      822.714
     819.933 |        5.170 |      825.103
     825.182 |        1.484 |      826.666
     826.233 |        1.248 |      827.481
     827.178 |        4.403 |      831.581
     827.500 |        1.525 |      829.025
     829.018 |        0.951 |      829.969
     824.546 |        6.278 |      830.824
     826.595 |        0.803 |      827.398
     826.725 |        6.813 |      833.538
     833.257 |        2.925 |      836.183
     835.932 |        3.520 |      839.453
     831.050 |        1.408 |      832.458
     830.496 |        2.219 |      832.715
     827.247 |        3.352 |      830.600
     827.701 |        5.652 |      833.353
     832.288 |        0.667 |      832.955
     832.777 |        1.331 |      834.107
     833.378 |        2.310 |      835.688
     834.880 |        3.148 |      838.027
     835.547 |        3.231 |      838.778
     835.915 |        2.751 |      838.666
     834.750 |        6.805 |      841.555
     840.574 |        0.972 |      841.546
     839.520 |        1.830 |      841.351
     839.500 |        1.978 |      841.478
     840.301 |        5.037 |      845.337
     842.505 |        0.903 |      843.407
     842.899 |        2.540 |      845.440
     845.360 |        1.560 |      846.920
     845.355 |        0.936 |      846.291
     845.674 |        3.332 |      849.005
     848.804 |        0.993 |      849.797
     847.357 |        7.815 |      855.172
     852.487 |        1.440 |      853.927
     853.898 |        2.126 |      856.024
     853.782 |        0.891 |      854.673
     843.704 |        1.108 |      844.813
     843.173 |        1.605 |      844.779
     844.833 |        2.723 |      847.556
     846.405 |        7.411 |      853.816
     852.851 |        1.023 |      853.875
     853.499 |        8.068 |      861.568
     858.068 |        2.868 |      860.936
     860.630 |        4.507 |      865.137
     861.840 |        2.324 |      864.164
     863.009 |        1.905 |      864.914
     864.015 |        4.282 |      868.297
     867.613 |        6.516 |      874.129
     869.400 |        1.437 |      870.837
     869.511 |        0.821 |      870.332
     870.109 |        1.628 |      871.737
     866.143 |        0.914 |      867.056
     865.761 |        1.105 |      866.866
     865.622 |        1.384 |      867.006
     866.465 |        1.498 |      867.963
     863.389 |        1.353 |      864.741
     864.749 |        1.686 |      866.435
     861.888 |        4.070 |      865.957
     864.530 |        6.582 |      871.112
     870.486 |        1.159 |      871.645
     870.836 |        1.385 |      872.221
     865.864 |        5.536 |      871.400
     869.350 |        1.585 |      870.935
     869.287 |        2.312 |      871.598
     870.247 |        1.047 |      871.294
     870.468 |        1.681 |      872.149
     870.707 |        5.463 |      876.170
     876.183 |        1.663 |      877.847
     877.740 |        1.209 |      878.949
     877.317 |        3.142 |      880.459
     878.510 |        1.451 |      879.961
     876.677 |        2.589 |      879.266
     877.359 |        3.635 |      880.994
     880.731 |        1.412 |      882.144
     879.524 |        3.318 |      882.842
     880.729 |        1.065 |      881.794
     879.206 |        0.880 |      880.085
     874.826 |        1.710 |      876.536
     876.514 |        1.385 |      877.898
     877.100 |        0.778 |      877.879
     877.596 |        2.470 |      880.067
     879.556 |        0.890 |      880.446
     878.889 |        1.577 |      880.466
     879.259 |        0.792 |      880.052
     877.751 |        3.706 |      881.458
     878.205 |        1.432 |      879.637
     879.737 |        6.301 |      886.038
     885.996 |        4.418 |      890.415
     890.519 |        0.991 |      891.510
     884.429 |        1.102 |      885.531
     883.822 |        1.722 |      885.544
     884.892 |        1.933 |      886.825
     883.674 |        0.965 |      884.638
     884.226 |        0.847 |      885.073
     884.556 |        1.191 |      885.747
     885.399 |        0.962 |      886.361
     884.389 |        0.740 |      885.129
     883.465 |        2.924 |      886.390
     885.373 |        0.727 |      886.100
     885.723 |        4.011 |      889.734
     883.703 |        0.919 |      884.622
     883.854 |        1.545 |      885.399
     885.216 |        1.357 |      886.573
     886.178 |        0.855 |      887.033
     886.843 |        3.132 |      889.975
     887.785 |        1.171 |      888.955
     886.515 |        2.181 |      888.696
     888.200 |        2.946 |      891.146
     879.528 |        1.191 |      880.719
     880.388 |        1.555 |      881.942
     881.719 |        0.779 |      882.498
     882.475 |        0.526 |      883.001
     881.175 |        2.028 |      883.202
     882.440 |        2.176 |      884.615
     883.832 |        1.283 |      885.115
     884.902 |        1.360 |      886.262
     884.895 |        2.652 |      887.547
     883.677 |        4.051 |      887.727
     881.692 |        2.184 |      883.875
     880.047 |        2.198 |      882.245
     877.595 |        1.490 |      879.084
     873.186 |        4.804 |      877.990
     873.453 |        3.593 |      877.046
     876.234 |        1.369 |      877.603
     877.674 |        2.138 |      879.812
     879.123 |        3.124 |      882.247
     880.602 |        0.972 |      881.573
     876.357 |        0.889 |      877.245
     873.232 |        4.314 |      877.546
     872.686 |        1.786 |      874.472
     870.724 |        4.954 |      875.678
     875.493 |        1.486 |      876.979
     876.773 |        0.811 |      877.584
     875.712 |        4.047 |      879.759
     875.835 |        1.286 |      877.122
     875.338 |        3.920 |      879.258
     877.862 |        6.093 |      883.954
     883.146 |        1.317 |      884.463
     882.971 |        0.688 |      883.660
     883.062 |        1.171 |      884.233
     882.615 |        2.414 |      885.029
     884.719 |        1.544 |      886.263
     883.417 |        5.446 |      888.864
     887.379 |        2.208 |      889.587
     889.640 |        6.709 |      896.349
     893.571 |        2.610 |      896.181
     894.959 |        0.847 |      895.806
     892.843 |        2.595 |      895.437
     895.484 |        3.489 |      898.973
     895.174 |        2.050 |      897.224
     894.710 |        1.662 |      896.372
     895.670 |        3.667 |      899.337
     898.895 |        5.349 |      904.244
     901.008 |        2.370 |      903.378
     903.269 |        1.324 |      904.593
     904.266 |        1.179 |      905.445
     905.023 |        1.522 |      906.544
     906.194 |        1.211 |      907.404
     907.373 |        0.833 |      908.207
     900.368 |        4.189 |      904.556
     903.163 |        5.410 |      908.573
     907.772 |        2.570 |      910.342
     909.800 |        1.393 |      911.194
     910.097 |        1.441 |      911.538
     910.273 |        2.546 |      912.819
     907.523 |        1.023 |      908.546
     907.471 |        2.344 |      909.815
     909.291 |        4.297 |      913.588
     913.368 |        0.795 |      914.164
     910.244 |        1.588 |      911.833
     906.425 |        1.859 |      908.284
     903.373 |        0.802 |      904.175
     904.210 |        1.085 |      905.295
     905.023 |        1.824 |      906.847
     906.284 |        1.004 |      907.288
     905.824 |        2.284 |      908.108
     908.213 |        1.634 |      909.847
     909.889 |        1.349 |      911.238
     909.436 |        1.943 |      911.379
     911.157 |        1.221 |      912.379
     910.598 |        3.381 |      913.979
     913.131 |        7.612 |      920.743
     919.643 |        3.939 |      923.582
     921.071 |        7.321 |      928.392
     928.191 |        0.935 |      929.127
     929.006 |        1.367 |      930.373
     923.567 |        4.908 |      928.475
     928.299 |        1.068 |      929.367
     929.199 |        3.387 |      932.585
     928.228 |        0.903 |      929.131
     927.369 |        3.460 |      930.829
     930.856 |        1.023 |      931.879
     931.454 |        0.960 |      932.414
     932.153 |        1.576 |      933.728
     933.692 |        3.435 |      937.127
     935.906 |        3.279 |      939.185
     936.991 |        3.180 |      940.171
     939.973 |        5.254 |      945.227
     940.573 |        0.571 |      941.144
     940.734 |        1.400 |      942.134
     941.665 |        0.676 |      942.341
     941.950 |        3.501 |      945.451
     943.439 |        3.783 |      947.223
     946.816 |        1.430 |      948.246
     948.159 |        2.535 |      950.694
     950.783 |        1.441 |      952.224
     948.370 |        3.609 |      951.980
     949.734 |        1.436 |      951.171
     950.678 |        0.960 |      951.638
     945.861 |        3.459 |      949.320
     948.764 |        3.045 |      951.809
     951.470 |        6.928 |      958.398
     953.863 |        0.939 |      954.801
     953.020 |        1.194 |      954.214
     950.799 |        2.344 |      953.143
     953.208 |        0.863 |      954.071
     949.755 |        5.331 |      955.086
     953.136 |        0.979 |      954.115
     950.201 |        1.162 |      951.363
     951.269 |        2.692 |      953.961
     950.125 |        1.047 |      951.173
     949.815 |        2.466 |      952.282
     951.071 |        1.169 |      952.240
     952.336 |        6.960 |      959.296
     959.047 |        4.205 |      963.253
     961.745 |        1.790 |      963.534
     956.224 |        0.954 |      957.178
     954.938 |        2.157 |      957.095
     954.859 |        1.031 |      955.890
     955.362 |        0.939 |      956.301
     955.312 |        2.093 |      957.405
     956.975 |        1.917 |      958.892
     957.913 |        2.109 |      960.021
     959.910 |        0.974 |      960.883
     959.860 |        1.919 |      961.780
     960.646 |        3.888 |      964.534
     962.636 |        3.817 |      966.453
     963.722 |        5.516 |      969.238
     968.245 |        5.324 |      973.569
     972.004 |        0.938 |      972.941
     971.912 |        1.575 |      973.487
     971.743 |        1.872 |      973.615
     972.430 |        0.987 |      973.417
     972.995 |        2.065 |      975.060
     973.718 |        1.808 |      975.526
     967.921 |        1.129 |      969.050
     968.045 |        6.501 |      974.547
     972.436 |        1.792 |      974.228
     973.893 |        0.750 |      974.644
     971.698 |        7.114 |      978.812
     978.484 |        1.064 |      979.548
     979.338 |        1.248 |      980.586
     978.065 |        1.630 |      979.694
     978.460 |        2.045 |      980.505
     977.715 |        4.600 |      982.315
     982.362 |        4.107 |      986.470
     984.435 |        0.732 |      985.167
     985.039 |        1.952 |      986.990
     984.083 |        3.480 |      987.562
     986.493 |        1.053 |      987.545
     987.315 |        1.284 |      988.599
     986.900 |        0.981 |      987.882
     984.383 |        2.338 |      986.721
     984.982 |        6.827 |      991.809
     991.469 |        1.408 |      992.876
     991.642 |        1.019 |      992.662
     990.356 |        2.104 |      992.461
     991.513 |        0.733 |      992.246
     987.733 |        4.705 |      992.438
     992.159 |        6.648 |      998.806
     993.769 |        1.091 |      994.860
     993.327 |        1.080 |      994.407
     993.179 |        1.294 |      994.473
     993.057 |        3.966 |      997.023
     995.327 |        1.643 |      996.970
     996.730 |        1.041 |      997.771
     995.340 |        0.977 |      996.316
     995.376 |        2.314 |      997.690
     997.772 |        0.904 |      998.677
     998.660 |        5.571 |     1004.231
     996.781 |        0.825 |      997.607
     997.159 |        2.680 |      999.839
     999.030 |        1.580 |     1000.610
     997.266 |        0.422 |      997.687
     997.019 |        2.595 |      999.614
     998.889 |        2.381 |     1001.270
     999.290 |        1.730 |     1001.020
    1000.185 |        0.456 |     1000.641
    1000.395 |        1.339 |     1001.735
    1001.726 |        0.499 |     1002.225
    1000.441 |        6.595 |     1007.036
    1005.465 |        6.941 |     1012.405
    1011.423 |        0.947 |     1012.370
    1010.459 |        2.211 |     1012.670
    1010.382 |        6.755 |     1017.137
    1016.668 |        3.037 |     1019.704
    1016.238 |        1.942 |     1018.181
    1016.199 |        0.813 |     1017.013
    1014.492 |        1.025 |     1015.516
    1014.795 |        3.682 |     1018.477
    1011.863 |        1.897 |     1013.760
    1012.061 |        1.281 |     1013.343
    1013.383 |        0.870 |     1014.253
    1012.733 |        1.504 |     1014.237
    1013.646 |        1.067 |     1014.713
    1013.431 |        1.601 |     1015.032
    1014.418 |        1.167 |     1015.585
    1015.664 |        1.653 |     1017.317
    1014.613 |        3.222 |     1017.835
    1016.810 |        0.696 |     1017.506
    1017.589 |        1.473 |     1019.062
    1017.951 |        1.865 |     1019.816
    1018.753 |        1.006 |     1019.759
    1017.618 |        0.813 |     1018.431
    1016.919 |        0.748 |     1017.667
    1016.715 |        3.216 |     1019.931
    1018.656 |        2.175 |     1020.831
    1020.227 |        3.742 |     1023.968
    1020.080 |        5.580 |     1025.660
    1024.942 |        5.782 |     1030.723
    1026.794 |        1.046 |     1027.840
    1027.700 |        4.886 |     1032.587
    1032.652 |        1.047 |     1033.699
    1029.707 |        2.318 |     1032.024
    1031.923 |        1.183 |     1033.106
    1028.393 |        3.480 |     1031.873
    1029.131 |        5.437 |     1034.568
    1030.877 |        5.504 |     1036.381
    1025.687 |        5.256 |     1030.943
    1030.187 |        1.027 |     1031.214
    1030.783 |        1.218 |     1032.001
    1030.501 |        0.852 |     1031.353
    1031.260 |        6.389 |     1037.649
    1037.300 |        2.044 |     1039.344
    1034.128 |        1.218 |     1035.346
    1034.075 |        1.490 |     1035.565
    1034.758 |        5.204 |     1039.962
    1037.241 |        1.028 |     1038.269
    1036.080 |        4.321 |     1040.402
    1039.326 |        2.552 |     1041.879
    1040.364 |        1.517 |     1041.881
    1039.423 |        2.721 |     1042.143
    1039.833 |        3.132 |     1042.966
    1039.989 |        1.020 |     1041.009
    1037.191 |        3.280 |     1040.471
    1037.443 |        0.800 |     1038.243
    1037.100 |        1.113 |     1038.213
    1036.902 |        3.244 |     1040.146
    1038.807 |        0.450 |     1039.257
    1039.327 |        5.770 |     1045.096
    1044.053 |        1.496 |     1045.549
    1040.118 |        2.675 |     1042.793
    1039.869 |        6.844 |     1046.713
    1045.444 |        1.125 |     1046.568
    1046.495 |        4.032 |     1050.527
    1044.820 |        5.273 |     1050.093
    1047.727 |        1.831 |     1049.559
    1048.230 |        5.153 |     1053.383
    1053.306 |        2.312 |     1055.618
    1054.790 |        0.450 |     1055.241
    1054.396 |        0.432 |     1054.829
    1054.533 |        1.969 |     1056.502
    1056.388 |        3.138 |     1059.526
    1053.410 |        1.811 |     1055.220
    1054.322 |        0.375 |     1054.697
    1052.895 |        2.190 |     1055.085
    1054.733 |        0.518 |     1055.251
    1054.128 |        0.760 |     1054.887
    1054.060 |        0.757 |     1054.816
    1052.030 |        0.392 |     1052.422
    1052.304 |        0.843 |     1053.147
    1050.879 |        0.425 |     1051.304
    1050.893 |        1.475 |     1052.368
    1052.066 |        1.757 |     1053.823
    1050.576 |        0.827 |     1051.403
    1050.925 |        0.508 |     1051.433
    1049.841 |        0.514 |     1050.355
    1049.827 |        0.588 |     1050.415
    1049.319 |        0.496 |     1049.815
    1049.793 |        0.426 |     1050.219
    1045.405 |        0.537 |     1045.942
    1044.037 |        0.595 |     1044.632
    1037.277 |        1.701 |     1038.979
    1038.193 |        2.348 |     1040.541
    1036.862 |        0.399 |     1037.261
    1030.853 |        3.408 |     1034.260
    1030.440 |        1.757 |     1032.197
    1028.237 |        0.575 |     1028.812
    1028.894 |        0.688 |     1029.582
    1028.797 |        2.264 |     1031.061
    1029.177 |        0.573 |     1029.750
    1027.111 |        0.548 |     1027.660
    1027.153 |        0.455 |     1027.608
    1026.366 |        0.920 |     1027.286
    1027.065 |        1.403 |     1028.468
    1027.206 |        3.014 |     1030.220
    1029.607 |        2.743 |     1032.350
    1025.554 |        2.660 |     1028.214
    1026.605 |        1.005 |     1027.610
    1025.160 |        0.562 |     1025.721
    1022.824 |        0.586 |     1023.409
    1020.866 |        0.714 |     1021.580
    1020.609 |        2.109 |     1022.718
    1019.468 |        1.895 |     1021.363
    1020.042 |        2.127 |     1022.169
    1020.533 |        3.336 |     1023.869
    1021.303 |        3.827 |     1025.130
    1024.587 |        2.112 |     1026.699
    1024.084 |        0.989 |     1025.073
    1024.052 |        2.575 |     1026.627
    1022.993 |        3.503 |     1026.496
    1026.344 |        0.683 |     1027.027
    1024.807 |        0.774 |     1025.581
    1024.991 |        1.446 |     1026.437
    1025.951 |        0.869 |     1026.821
    1024.741 |        0.688 |     1025.429
    1025.478 |        2.656 |     1028.134
    1026.906 |        0.894 |     1027.800
    1027.620 |        0.878 |     1028.498
    1027.548 |        3.890 |     1031.438
    1030.209 |        2.428 |     1032.638
    1031.915 |        2.937 |     1034.852
    1034.837 |        0.539 |     1035.376
    1034.441 |        0.679 |     1035.120
    1033.327 |        0.870 |     1034.198
    1033.167 |        1.418 |     1034.585
    1033.570 |        2.080 |     1035.650
    1035.529 |        1.312 |     1036.841
    1035.636 |        2.139 |     1037.775
    1036.179 |        2.266 |     1038.446
    1038.365 |        1.307 |     1039.672
    1038.802 |        1.682 |     1040.485
    1038.551 |        2.205 |     1040.756
    1040.413 |        0.593 |     1041.006
    1040.980 |        0.898 |     1041.877
    1040.173 |        1.703 |     1041.876
    1037.626 |        0.751 |     1038.377
    1035.088 |        1.158 |     1036.245
    1033.159 |        3.760 |     1036.920
    1036.707 |        2.840 |     1039.547
    1039.157 |        0.878 |     1040.035
    1039.385 |        2.615 |     1042.000
    1040.219 |        1.826 |     1042.045
    1035.092 |        3.128 |     1038.220
    1033.998 |        1.107 |     1035.105
    1032.339 |        1.142 |     1033.482
    1033.077 |        1.274 |     1034.351
    1033.367 |        1.053 |     1034.420
    1034.296 |        2.711 |     1037.007
    1035.945 |        2.302 |     1038.247
    1035.297 |        0.734 |     1036.032
    1033.142 |        0.715 |     1033.858
    1033.854 |        1.379 |     1035.233
    1031.939 |        2.351 |     1034.290
    1032.735 |        0.974 |     1033.709
    1033.643 |        1.207 |     1034.850
    1034.320 |        2.031 |     1036.351
    1034.717 |        1.501 |     1036.218
    1034.281 |        6.858 |     1041.139
    1036.301 |        6.089 |     1042.390
    1039.621 |        0.849 |     1040.470
    1039.139 |        3.595 |     1042.734
    1036.579 |        7.213 |     1043.792
    1040.863 |        0.651 |     1041.513
    1035.449 |        2.435 |     1037.884
    1036.362 |        5.292 |     1041.654
    1036.917 |        0.873 |     1037.791
    1036.824 |        2.784 |     1039.608
    1038.503 |        1.019 |     1039.522
    1036.972 |        1.465 |     1038.437
    1035.395 |        2.597 |     1037.992
    1036.145 |        1.288 |     1037.432
    1035.929 |        4.260 |     1040.189
    1037.980 |        1.735 |     1039.715
    1037.042 |        1.568 |     1038.610
    1036.885 |        3.470 |     1040.355
    1036.977 |        1.951 |     1038.928
    1038.557 |        7.394 |     1045.951
    1041.431 |        1.938 |     1043.370
    1042.734 |        4.147 |     1046.881
    1046.184 |        0.975 |     1047.159
    1046.001 |        2.846 |     1048.847
    1048.639 |        2.150 |     1050.789
    1047.452 |        1.819 |     1049.271
    1048.718 |        1.025 |     1049.743
    1045.738 |        0.983 |     1046.721
    1043.707 |        5.363 |     1049.070
    1048.631 |        1.999 |     1050.630
    1049.041 |        1.225 |     1050.266
    1045.300 |        0.855 |     1046.156
    1038.575 |        2.416 |     1040.990
    1037.713 |        0.819 |     1038.532
    1034.632 |        4.949 |     1039.581
    1034.845 |        2.581 |     1037.425
    1035.532 |        5.192 |     1040.724
    1037.271 |        0.726 |     1037.997
    1036.422 |        2.809 |     1039.231
    1036.301 |        5.558 |     1041.859
    1040.526 |        0.871 |     1041.396
    1039.504 |        2.054 |     1041.557
    1041.521 |        0.365 |     1041.886
    1040.919 |        1.000 |     1041.919
    1039.814 |        4.135 |     1043.949
    1043.157 |        2.671 |     1045.829
    1044.499 |        1.752 |     1046.251
    1044.376 |        1.945 |     1046.321
    1040.434 |        4.538 |     1044.972
    1043.939 |        1.382 |     1045.321
    1045.317 |        4.814 |     1050.130
    1047.750 |        3.418 |     1051.169
    1051.008 |        1.076 |     1052.084
    1049.075 |        1.304 |     1050.378
    1049.269 |        0.770 |     1050.040
    1049.659 |        6.494 |     1056.152
    1055.029 |        1.370 |     1056.399
    1053.238 |        3.656 |     1056.894
    1056.632 |        2.711 |     1059.343
    1049.552 |        6.243 |     1055.795
    1054.905 |        2.050 |     1056.955
    1056.213 |        2.039 |     1058.253
    1057.880 |        4.192 |     1062.072
    1058.810 |        5.250 |     1064.060
    1063.010 |        3.131 |     1066.141
    1065.568 |        1.175 |     1066.744
    1065.935 |        1.470 |     1067.405
    1066.061 |        6.941 |     1073.002
    1072.268 |        2.090 |     1074.358
    1070.821 |        3.469 |     1074.291
    1072.853 |        1.763 |     1074.616
    1073.739 |        3.102 |     1076.840
    1076.761 |        0.900 |     1077.660
    1077.520 |        1.218 |     1078.738
    1078.209 |        4.883 |     1083.092
    1081.555 |        2.564 |     1084.119
    1079.611 |        0.727 |     1080.338
    1075.808 |        0.471 |     1076.278
    1075.825 |        0.846 |     1076.671
    1073.424 |        6.837 |     1080.261
    1076.796 |        1.609 |     1078.405
    1077.369 |        6.027 |     1083.396
    1080.795 |        0.760 |     1081.555
    1081.155 |        1.450 |     1082.606
    1080.926 |        0.808 |     1081.734
    1077.780 |        1.823 |     1079.603
    1077.405 |        2.079 |     1079.484
    1078.392 |        2.975 |     1081.367
    1081.065 |        0.731 |     1081.796
    1080.204 |        4.320 |     1084.524
    1083.463 |        1.924 |     1085.387
    1084.230 |        6.930 |     1091.160
    1090.146 |        3.119 |     1093.265
    1092.543 |        4.962 |     1097.504
    1092.657 |        1.219 |     1093.876
    1093.682 |        5.059 |     1098.741
    1098.520 |        0.950 |     1099.470
    1093.455 |        1.015 |     1094.470
    1093.596 |        0.865 |     1094.462
    1089.429 |        0.847 |     1090.276
    1087.751 |        0.739 |     1088.490
    1086.971 |        3.077 |     1090.049
    1086.121 |        1.766 |     1087.887
    1087.554 |        0.723 |     1088.278
    1084.358 |        3.668 |     1088.026
    1087.610 |        3.957 |     1091.568
    1086.659 |        1.300 |     1087.958
