  QueueTimes | ServiceTimes | SojournTimes
     109.856 |        0.473 |      110.329
     110.300 |        0.465 |      110.765
     108.502 |        0.481 |      108.983
     108.917 |        0.511 |      109.428
     105.478 |        0.536 |      106.014
     105.087 |        0.549 |      105.636
     104.053 |        0.539 |      104.592
     104.658 |        0.537 |      105.195
     104.192 |        0.538 |      104.730
     104.851 |        0.525 |      105.375
     104.839 |        0.475 |      105.313
     102.814 |        0.488 |      103.302
     102.948 |        0.515 |      103.463
     102.689 |        0.474 |      103.164
      93.982 |        0.478 |       94.460
      93.768 |        0.465 |       94.233
      92.867 |        0.465 |       93.333
      89.883 |        0.465 |       90.348
      89.311 |        0.514 |       89.825
      85.924 |        0.511 |       86.435
      86.185 |        0.531 |       86.716
      86.526 |        0.539 |       87.065
      86.713 |        0.543 |       87.256
      86.313 |        0.538 |       86.851
      83.408 |        0.536 |       83.945
      79.879 |        0.534 |       80.413
      78.042 |        0.510 |       78.552
      78.473 |        0.533 |       79.006
      68.040 |        0.483 |       68.523
      62.062 |        0.465 |       62.527
      62.482 |        0.464 |       62.947
      59.207 |        0.465 |       59.673
      58.556 |        0.510 |       59.066
      57.883 |        0.509 |       58.392
      58.252 |        0.497 |       58.749
      56.827 |        0.489 |       57.316
      56.019 |        0.475 |       56.494
      55.060 |        0.513 |       55.573
      55.262 |        0.557 |       55.819
      54.463 |        0.547 |       55.010
      51.340 |        0.538 |       51.878
      50.454 |        0.621 |       51.076
      50.170 |        0.531 |       50.701
      50.260 |        0.496 |       50.756
      49.603 |        0.552 |       50.154
      48.900 |        0.541 |       49.440
      48.114 |        0.513 |       48.627
      48.056 |        0.513 |       48.568
      44.949 |        0.468 |       45.416
      43.096 |        0.478 |       43.574
      43.649 |        0.492 |       44.141
      41.442 |        0.526 |       41.968
      36.626 |        0.538 |       37.164
      36.767 |        0.540 |       37.307
      32.554 |        0.542 |       33.095
      32.842 |        0.541 |       33.383
      31.347 |        0.543 |       31.890
      30.455 |        0.625 |       31.080
      30.497 |        0.538 |       31.034
      22.367 |        0.541 |       22.908
      21.424 |        0.477 |       21.901
      18.962 |        0.510 |       19.472
      19.165 |        0.511 |       19.676
      15.345 |        0.467 |       15.812
      15.639 |        0.528 |       16.167
      14.209 |        0.514 |       14.723
       9.163 |        0.508 |        9.671
       9.200 |        0.467 |        9.667
       7.239 |        0.512 |        7.751
       4.841 |        0.508 |        5.349
       3.506 |        0.540 |        4.046
       3.903 |        0.538 |        4.442
       0.126 |        0.550 |        0.676
       0.060 |        0.982 |        1.042
       1.118 |        0.861 |        1.979
       0.058 |        0.862 |        0.920
       0.738 |        0.945 |        1.682
       1.580 |        0.854 |        2.433
       0.060 |        0.857 |        0.917
       0.057 |        0.861 |        0.918
       0.067 |        0.828 |        0.895
       0.057 |        0.810 |        0.867
       0.703 |        0.881 |        1.585
       0.108 |        0.896 |        1.005
       0.131 |        1.540 |        1.671
       0.062 |        1.073 |        1.135
       1.255 |        1.058 |        2.313
       0.115 |        1.065 |        1.179
       0.111 |        1.076 |        1.187
       0.111 |        1.195 |        1.306
       0.060 |        1.048 |        1.109
       1.010 |        1.097 |        2.107
       1.869 |        1.121 |        2.990
       1.376 |        1.034 |        2.410
       1.899 |        1.034 |        2.933
       2.981 |        1.047 |        4.028
       4.106 |        1.037 |        5.143
       5.214 |        1.037 |        6.252
       5.665 |        1.032 |        6.698
       4.906 |        0.946 |        5.852
       5.705 |        0.704 |        6.409
       6.014 |        0.705 |        6.719
       4.612 |        0.705 |        5.318
       2.759 |        0.710 |        3.469
       0.103 |        0.705 |        0.808
       0.104 |        0.789 |        0.893
       0.069 |        0.750 |        0.819
       0.471 |        0.704 |        1.175
       0.067 |        0.840 |        0.907
       0.073 |        1.065 |        1.138
       0.058 |        0.905 |        0.963
       0.126 |        0.842 |        0.968
       0.339 |        0.910 |        1.249
       0.202 |        0.815 |        1.017
       0.058 |        0.892 |        0.950
       0.110 |        0.930 |        1.040
       0.110 |        0.950 |        1.061
       0.069 |        1.034 |        1.103
       0.113 |        1.253 |        1.366
       0.060 |        1.122 |        1.183
       0.467 |        1.113 |        1.581
       0.020 |        1.204 |        1.224
       0.636 |        1.116 |        1.751
       0.061 |        1.123 |        1.183
       0.073 |        0.926 |        0.999
       0.633 |        0.776 |        1.409
       0.058 |        0.774 |        0.832
       0.121 |        0.833 |        0.954
       0.131 |        0.886 |        1.016
       0.109 |        1.000 |        1.108
       0.065 |        0.989 |        1.054
       0.073 |        1.056 |        1.129
       0.503 |        0.965 |        1.469
       1.200 |        0.964 |        2.164
       1.401 |        0.985 |        2.386
       0.851 |        0.968 |        1.818
       0.060 |        0.838 |        0.898
       0.207 |        0.793 |        1.000
       0.814 |        0.774 |        1.587
       0.128 |        0.960 |        1.088
       0.058 |        0.890 |        0.949
       0.596 |        0.972 |        1.568
       0.111 |        1.412 |        1.523
       1.383 |        1.121 |        2.503
       2.223 |        1.127 |        3.350
       2.444 |        0.975 |        3.419
       3.289 |        0.970 |        4.258
       0.587 |        1.019 |        1.607
       1.125 |        0.815 |        1.940
       0.104 |        0.953 |        1.057
       0.076 |        1.009 |        1.086
       0.244 |        1.218 |        1.461
       0.062 |        1.121 |        1.182
       0.793 |        1.230 |        2.023
       0.753 |        1.113 |        1.867
       1.721 |        1.113 |        2.834
       2.886 |        1.182 |        4.068
       2.420 |        1.113 |        3.533
       0.063 |        1.115 |        1.178
       0.478 |        1.065 |        1.543
       1.260 |        0.703 |        1.963
       1.771 |        0.702 |        2.473
       2.112 |        0.703 |        2.815
       1.002 |        0.713 |        1.714
       0.082 |        1.061 |        1.143
       0.800 |        0.710 |        1.511
       0.393 |        0.706 |        1.100
       1.073 |        0.705 |        1.778
       1.793 |        0.804 |        2.596
       0.484 |        0.858 |        1.342
       0.061 |        0.816 |        0.877
       0.116 |        1.196 |        1.312
       0.127 |        1.360 |        1.487
       0.957 |        1.464 |        2.421
       0.405 |        1.323 |        1.727
       1.562 |        1.331 |        2.894
       0.101 |        1.320 |        1.421
       0.548 |        1.320 |        1.868
       0.327 |        1.239 |        1.566
       1.111 |        0.773 |        1.884
       0.732 |        0.771 |        1.503
       1.224 |        0.770 |        1.994
       1.273 |        0.772 |        2.045
       0.058 |        0.780 |        0.838
       0.475 |        0.771 |        1.246
       1.099 |        0.773 |        1.872
       0.058 |        0.775 |        0.832
       0.062 |        0.778 |        0.840
       0.313 |        0.770 |        1.082
       0.057 |        0.902 |        0.959
       0.127 |        0.971 |        1.098
       0.144 |        1.404 |        1.547
       0.579 |        1.121 |        1.700
       1.269 |        1.116 |        2.385
       0.066 |        1.142 |        1.208
       1.315 |        1.138 |        2.453
       1.354 |        1.234 |        2.588
       0.148 |        1.035 |        1.183
       0.476 |        1.011 |        1.487
       0.066 |        1.113 |        1.179
       0.063 |        1.017 |        1.080
       0.542 |        1.020 |        1.561
       0.060 |        0.916 |        0.976
       0.295 |        0.914 |        1.209
       0.151 |        1.022 |        1.173
       0.600 |        0.823 |        1.423
       1.174 |        0.909 |        2.083
       0.049 |        0.820 |        0.870
       0.060 |        0.822 |        0.882
       0.987 |        0.941 |        1.928
       0.109 |        0.845 |        0.954
       0.085 |        0.921 |        1.006
       0.146 |        0.938 |        1.084
       0.050 |        0.876 |        0.926
       0.060 |        0.897 |        0.958
       0.125 |        0.987 |        1.111
       0.058 |        1.091 |        1.149
       0.126 |        1.184 |        1.310
       1.086 |        0.940 |        2.026
       2.104 |        0.934 |        3.038
       0.377 |        1.004 |        1.382
       0.067 |        1.106 |        1.172
       0.671 |        1.145 |        1.816
       0.904 |        1.053 |        1.956
       0.126 |        1.053 |        1.179
       0.140 |        1.101 |        1.241
       0.060 |        0.910 |        0.969
       0.688 |        0.841 |        1.529
       1.194 |        0.838 |        2.032
       1.731 |        0.838 |        2.570
       1.873 |        0.838 |        2.712
       0.067 |        0.844 |        0.911
       1.025 |        0.836 |        1.861
       0.057 |        0.915 |        0.972
       0.077 |        1.058 |        1.135
       0.057 |        0.801 |        0.858
       0.058 |        0.803 |        0.861
       0.125 |        0.950 |        1.075
       0.711 |        0.824 |        1.535
       1.354 |        0.809 |        2.163
       0.033 |        0.808 |        0.841
       0.058 |        0.924 |        0.981
       0.675 |        0.845 |        1.521
       0.120 |        1.131 |        1.251
       0.147 |        1.467 |        1.614
       0.065 |        1.477 |        1.542
       0.510 |        1.354 |        1.864
       1.646 |        1.353 |        2.999
       2.929 |        1.354 |        4.283
       3.405 |        1.354 |        4.759
       3.638 |        1.391 |        5.029
       4.833 |        0.783 |        5.616
       4.097 |        0.781 |        4.878
       4.232 |        0.781 |        5.014
       4.874 |        0.789 |        5.663
       2.079 |        0.782 |        2.861
       2.938 |        0.783 |        3.721
       0.918 |        0.782 |        1.701
       0.110 |        0.812 |        0.921
       0.769 |        0.793 |        1.562
       1.280 |        0.792 |        2.072
       1.556 |        0.794 |        2.351
       0.140 |        0.836 |        0.976
       0.276 |        0.878 |        1.154
       0.058 |        0.797 |        0.855
       0.135 |        1.031 |        1.165
       0.359 |        0.873 |        1.232
       0.120 |        0.993 |        1.113
       0.699 |        0.988 |        1.687
       0.175 |        0.957 |        1.132
       0.970 |        1.066 |        2.037
       0.149 |        1.175 |        1.324
       0.061 |        1.088 |        1.149
       1.275 |        1.179 |        2.453
       0.827 |        1.079 |        1.906
       0.147 |        1.281 |        1.428
       0.997 |        1.112 |        2.110
       0.116 |        1.187 |        1.303
       0.288 |        1.091 |        1.379
       1.407 |        1.091 |        2.498
       2.034 |        1.103 |        3.138
       2.355 |        1.092 |        3.448
       2.981 |        1.092 |        4.073
       3.561 |        1.117 |        4.679
       3.931 |        0.825 |        4.756
       0.131 |        0.882 |        1.013
       0.903 |        4.550 |        5.453
       5.628 |        1.108 |        6.737
       6.859 |        0.831 |        7.689
       7.398 |        0.817 |        8.216
       4.497 |        0.826 |        5.323
       2.388 |        0.816 |        3.204
       3.032 |        0.818 |        3.849
       4.652 |        0.820 |        5.473
       5.484 |        0.831 |        6.315
       4.950 |        0.770 |        5.720
       2.942 |        0.747 |        3.689
       3.623 |        0.758 |        4.381
       4.687 |        0.744 |        5.431
       2.272 |        0.744 |        3.016
       1.162 |        0.752 |        1.914
       1.866 |        0.743 |        2.609
       0.109 |        0.767 |        0.876
       0.488 |        0.749 |        1.237
       0.058 |        0.747 |        0.804
       0.070 |        0.849 |        0.919
       0.110 |        0.763 |        0.873
       0.128 |        1.270 |        1.398
       1.567 |        1.021 |        2.588
       3.225 |        1.017 |        4.242
       4.094 |        1.025 |        5.119
       2.664 |        1.005 |        3.670
       3.064 |        1.034 |        4.098
       1.619 |        0.818 |        2.437
       3.102 |        0.816 |        3.918
       3.743 |        0.817 |        4.560
       4.777 |        0.818 |        5.594
       5.865 |        0.815 |        6.680
       4.984 |        0.816 |        5.800
       5.747 |        0.811 |        6.557
       0.143 |        0.813 |        0.956
       0.060 |        0.759 |        0.819
       0.562 |        0.748 |        1.310
       0.679 |        0.749 |        1.428
       1.345 |        0.752 |        2.097
       0.059 |        0.862 |        0.921
       0.107 |        0.769 |        0.876
       0.599 |        0.870 |        1.469
       0.207 |        0.738 |        0.946
       0.058 |        0.771 |        0.828
       0.584 |        0.765 |        1.349
       0.058 |        0.770 |        0.827
       0.142 |        0.802 |        0.944
       0.170 |        1.342 |        1.512
       0.299 |        1.136 |        1.435
       1.487 |        1.134 |        2.621
       3.507 |        1.129 |        4.636
       3.937 |        1.140 |        5.077
       3.774 |        1.128 |        4.902
       0.129 |        0.908 |        1.036
       0.952 |        0.762 |        1.714
       1.407 |        0.759 |        2.166
       0.107 |        0.779 |        0.886
       0.705 |        0.759 |        1.463
       0.082 |        1.314 |        1.396
       0.062 |        2.105 |        2.167
       1.350 |        1.949 |        3.299
       0.146 |        1.949 |        2.095
       1.325 |        1.155 |        2.480
       1.238 |        1.123 |        2.361
       2.425 |        1.219 |        3.644
       3.668 |        0.723 |        4.391
       4.434 |        0.732 |        5.167
       3.472 |        0.718 |        4.190
       0.119 |        0.841 |        0.960
       0.557 |        0.720 |        1.277
       0.059 |        0.717 |        0.776
       0.125 |        0.940 |        1.065
       0.652 |        0.917 |        1.568
       0.163 |        0.925 |        1.087
       0.111 |        0.937 |        1.048
       1.043 |        1.044 |        2.087
       0.068 |        0.931 |        0.999
       0.356 |        0.909 |        1.265
       1.092 |        0.991 |        2.083
       0.112 |        0.928 |        1.040
       1.119 |        0.929 |        2.048
       0.465 |        0.904 |        1.369
       0.315 |        0.902 |        1.216
       1.018 |        0.903 |        1.920
       1.173 |        0.865 |        2.038
       1.084 |        0.771 |        1.855
       1.909 |        0.771 |        2.680
       2.662 |        0.771 |        3.433
       3.344 |        0.782 |        4.125
       4.027 |        0.771 |        4.798
       3.152 |        0.771 |        3.922
       3.110 |        0.770 |        3.881
       3.719 |        0.786 |        4.504
       3.027 |        0.772 |        3.799
       2.837 |        0.771 |        3.608
       2.940 |        0.770 |        3.709
       1.673 |        0.770 |        2.443
       2.465 |        0.793 |        3.259
       1.157 |        0.677 |        1.834
       0.333 |        0.675 |        1.007
       0.954 |        0.675 |        1.629
       0.058 |        0.747 |        0.805
       0.811 |        0.675 |        1.486
       0.109 |        0.778 |        0.886
       0.110 |        0.896 |        1.006
       0.060 |        0.995 |        1.055
       0.801 |        0.910 |        1.711
       0.111 |        0.931 |        1.041
       0.255 |        1.005 |        1.261
       0.125 |        1.173 |        1.298
       1.201 |        0.992 |        2.193
       0.573 |        0.908 |        1.481
       0.059 |        0.850 |        0.909
       0.125 |        0.936 |        1.062
       1.157 |        0.775 |        1.932
       0.060 |        0.777 |        0.837
       0.117 |        1.802 |        1.919
       0.343 |        1.500 |        1.843
       1.526 |        1.485 |        3.012
       0.115 |        1.063 |        1.177
       0.081 |        1.303 |        1.384
       0.739 |        1.038 |        1.778
       0.018 |        1.045 |        1.063
       0.349 |        1.085 |        1.433
       1.489 |        0.811 |        2.299
       0.948 |        0.811 |        1.759
       0.074 |        1.026 |        1.100
       0.980 |        0.818 |        1.798
       1.671 |        0.815 |        2.486
       0.146 |        1.077 |        1.223
       0.059 |        0.914 |        0.973
       0.115 |        0.932 |        1.047
       0.108 |        1.011 |        1.119
       1.179 |        0.911 |        2.089
       1.442 |        0.906 |        2.348
       2.224 |        0.902 |        3.126
       0.175 |        0.918 |        1.093
       0.466 |        0.851 |        1.316
       0.539 |        0.852 |        1.391
       0.710 |        0.853 |        1.562
       0.109 |        0.878 |        0.986
       0.222 |        0.858 |        1.080
       0.336 |        0.856 |        1.192
       0.422 |        0.932 |        1.354
       1.380 |        0.856 |        2.236
       0.108 |        0.874 |        0.982
       0.105 |        0.755 |        0.860
       0.125 |        0.756 |        0.881
       0.143 |        1.154 |        1.297
       0.078 |        1.421 |        1.499
       1.603 |        1.433 |        3.036
       0.625 |        1.321 |        1.947
       1.785 |        1.321 |        3.106
       3.010 |        1.213 |        4.222
       3.076 |        0.772 |        3.848
       3.352 |        0.802 |        4.154
       4.038 |        0.773 |        4.811
       3.597 |        0.782 |        4.379
       4.474 |        0.772 |        5.245
       0.107 |        0.790 |        0.897
       0.060 |        0.783 |        0.843
       0.223 |        0.772 |        0.995
       0.057 |        0.773 |        0.830
       0.057 |        0.776 |        0.834
       0.125 |        0.991 |        1.115
       0.059 |        0.779 |        0.838
       0.142 |        1.262 |        1.404
       0.124 |        1.620 |        1.744
       0.137 |        1.486 |        1.622
       0.091 |        1.321 |        1.412
       0.405 |        1.205 |        1.610
       0.117 |        1.246 |        1.363
       0.885 |        1.209 |        2.094
       0.127 |        1.109 |        1.236
       0.295 |        0.919 |        1.214
       0.010 |        0.909 |        0.920
       0.064 |        1.289 |        1.353
       0.907 |        1.113 |        2.019
       1.270 |        1.112 |        2.382
       0.123 |        1.284 |        1.407
       0.126 |        1.253 |        1.379
       1.326 |        1.248 |        2.575
       1.446 |        1.113 |        2.560
       0.257 |        1.110 |        1.368
       0.152 |        0.840 |        0.993
       0.126 |        0.830 |        0.956
       0.540 |        0.855 |        1.395
       0.058 |        0.779 |        0.838
       0.061 |        1.116 |        1.177
       0.019 |        1.039 |        1.058
       0.820 |        1.130 |        1.950
       1.226 |        1.039 |        2.266
       0.113 |        1.065 |        1.178
       0.834 |        1.041 |        1.875
       1.627 |        1.070 |        2.697
       1.870 |        1.082 |        2.952
       2.751 |        0.866 |        3.617
       3.597 |        0.866 |        4.463
       4.271 |        0.964 |        5.236
       4.217 |        0.896 |        5.113
       4.525 |        0.864 |        5.389
       3.661 |        0.864 |        4.526
       0.076 |        1.032 |        1.108
       0.528 |        0.871 |        1.400
       0.089 |        0.868 |        0.956
       0.905 |        0.987 |        1.892
       0.143 |        0.780 |        0.923
       0.092 |        1.594 |        1.687
       0.077 |        1.557 |        1.633
       1.699 |        1.621 |        3.320
       3.079 |        1.469 |        4.548
       2.269 |        1.466 |        3.734
       1.081 |        1.233 |        2.314
       2.273 |        0.782 |        3.055
       2.973 |        0.781 |        3.755
       1.336 |        0.782 |        2.117
       0.139 |        0.803 |        0.942
       0.493 |        0.785 |        1.277
       0.149 |        0.993 |        1.143
       0.803 |        1.014 |        1.817
       1.154 |        0.916 |        2.070
       1.413 |        0.914 |        2.327
       1.876 |        0.936 |        2.812
       1.924 |        0.931 |        2.855
       2.429 |        0.921 |        3.350
       3.189 |        0.920 |        4.109
       4.138 |        0.922 |        5.060
       2.458 |        0.932 |        3.390
       2.797 |        0.922 |        3.719
       1.720 |        0.921 |        2.641
       2.034 |        0.922 |        2.956
       0.076 |        0.716 |        0.792
       0.128 |        0.881 |        1.009
       0.091 |        1.544 |        1.635
       1.692 |        1.328 |        3.020
       2.444 |        1.336 |        3.780
       0.137 |        1.470 |        1.607
       1.166 |        1.334 |        2.500
       0.110 |        0.890 |        1.000
       0.361 |        0.799 |        1.160
       0.128 |        1.504 |        1.632
       1.069 |        1.341 |        2.409
       0.407 |        1.336 |        1.743
       0.122 |        1.371 |        1.493
       1.194 |        1.410 |        2.604
       2.057 |        0.885 |        2.941
       2.679 |        0.883 |        3.562
       3.434 |        0.882 |        4.316
       3.147 |        0.929 |        4.076
       2.674 |        0.885 |        3.559
       0.704 |        0.885 |        1.588
       1.023 |        0.885 |        1.908
       0.148 |        0.891 |        1.039
       0.059 |        0.870 |        0.929
       0.118 |        1.243 |        1.361
       0.082 |        1.410 |        1.491
       0.063 |        1.231 |        1.294
       1.324 |        1.331 |        2.655
       0.062 |        1.229 |        1.291
       0.132 |        1.141 |        1.273
       0.135 |        1.101 |        1.236
       0.058 |        0.841 |        0.899
       0.126 |        1.064 |        1.189
       0.064 |        0.947 |        1.011
       1.048 |        0.853 |        1.901
       0.808 |        0.840 |        1.648
       0.513 |        0.840 |        1.353
       1.332 |        0.848 |        2.180
       1.565 |        0.801 |        2.366
       1.769 |        0.801 |        2.570
       0.128 |        0.901 |        1.029
       0.075 |        0.886 |        0.961
       1.034 |        0.798 |        1.832
       1.718 |        0.888 |        2.606
       2.159 |        0.883 |        3.042
       2.609 |        0.927 |        3.536
       1.359 |        0.928 |        2.287
       0.070 |        0.950 |        1.021
       0.041 |        0.931 |        0.972
       0.523 |        0.933 |        1.455
       0.685 |        1.019 |        1.705
       1.505 |        0.929 |        2.434
       0.119 |        0.860 |        0.979
       0.107 |        0.813 |        0.920
       0.998 |        0.804 |        1.803
       0.845 |        0.877 |        1.721
       0.025 |        0.785 |        0.810
       0.139 |        0.887 |        1.026
       0.059 |        0.796 |        0.855
       0.110 |        0.895 |        1.005
       0.127 |        0.946 |        1.072
       0.983 |        1.036 |        2.019
       0.128 |        1.459 |        1.587
       0.819 |        1.227 |        2.045
       0.322 |        1.237 |        1.559
       0.186 |        1.253 |        1.439
       0.088 |        0.895 |        0.983
       0.844 |        0.872 |        1.716
       0.058 |        0.871 |        0.930
       0.694 |        0.871 |        1.565
       1.026 |        0.870 |        1.896
       2.002 |        0.868 |        2.870
       2.727 |        0.867 |        3.594
       2.877 |        0.882 |        3.759
       2.715 |        0.879 |        3.595
       0.926 |        0.861 |        1.787
       1.059 |        0.860 |        1.919
       0.129 |        0.765 |        0.894
       0.064 |        0.938 |        1.002
       1.102 |        0.740 |        1.842
       0.478 |        0.739 |        1.216
       0.104 |        0.763 |        0.867
       0.523 |        0.744 |        1.267
       0.163 |        0.742 |        0.905
       0.146 |        1.019 |        1.166
       0.177 |        1.281 |        1.459
       0.221 |        0.912 |        1.133
       0.113 |        0.933 |        1.046
       0.458 |        1.007 |        1.465
       0.107 |        0.930 |        1.037
       0.795 |        0.911 |        1.706
       0.107 |        0.844 |        0.950
       0.321 |        0.821 |        1.142
       0.107 |        0.839 |        0.946
       0.146 |        1.399 |        1.545
       0.064 |        1.461 |        1.524
       0.264 |        1.329 |        1.593
       0.485 |        1.335 |        1.820
       0.061 |        1.327 |        1.388
       1.135 |        1.322 |        2.458
       0.145 |        0.998 |        1.143
       0.894 |        0.821 |        1.716
       0.174 |        1.098 |        1.272
       0.188 |        0.815 |        1.003
       0.598 |        0.811 |        1.410
       0.608 |        0.900 |        1.508
       0.260 |        0.817 |        1.076
       0.058 |        0.814 |        0.872
       0.106 |        0.836 |        0.942
       0.656 |        0.905 |        1.561
       0.058 |        0.814 |        0.872
       0.506 |        0.812 |        1.319
       0.534 |        0.811 |        1.346
       1.219 |        0.919 |        2.138
       0.795 |        0.906 |        1.701
       1.127 |        0.907 |        2.034
       1.113 |        0.916 |        2.029
       1.342 |        0.908 |        2.249
       0.598 |        0.907 |        1.506
       1.437 |        0.909 |        2.345
       1.567 |        0.917 |        2.484
       0.650 |        0.994 |        1.644
       0.867 |        0.984 |        1.851
       0.077 |        1.017 |        1.094
       0.057 |        0.683 |        0.741
       0.076 |        0.933 |        1.009
       0.173 |        1.387 |        1.561
       0.055 |        1.231 |        1.285
       0.067 |        1.221 |        1.288
       0.114 |        1.424 |        1.539
       0.735 |        1.213 |        1.949
       0.121 |        1.300 |        1.421
       0.105 |        0.881 |        0.986
       0.326 |        0.780 |        1.106
       0.143 |        0.773 |        0.916
       0.250 |        0.775 |        1.025
       0.058 |        0.862 |        0.921
       0.116 |        0.938 |        1.054
       0.060 |        0.973 |        1.033
       1.015 |        1.035 |        2.050
       1.492 |        1.083 |        2.575
       0.125 |        1.193 |        1.317
       0.041 |        1.074 |        1.115
       0.060 |        0.975 |        1.035
       1.134 |        0.966 |        2.100
       0.106 |        0.924 |        1.030
       0.058 |        0.778 |        0.836
       0.177 |        0.862 |        1.040
       0.238 |        0.798 |        1.035
       0.144 |        1.197 |        1.341
       0.783 |        1.037 |        1.820
       0.061 |        1.037 |        1.099
       0.691 |        1.033 |        1.724
       0.173 |        1.034 |        1.207
       0.928 |        1.165 |        2.094
       1.851 |        1.034 |        2.884
       2.550 |        1.032 |        3.582
       2.903 |        1.063 |        3.967
       3.937 |        0.677 |        4.614
       3.489 |        0.676 |        4.165
       1.946 |        0.676 |        2.622
       0.125 |        0.968 |        1.093
       0.126 |        0.713 |        0.839
       0.165 |        1.125 |        1.290
       1.242 |        1.038 |        2.280
       2.050 |        1.034 |        3.084
       2.085 |        1.122 |        3.207
       0.124 |        1.200 |        1.324
       0.911 |        1.041 |        1.952
       1.199 |        1.035 |        2.234
       1.800 |        0.913 |        2.713
       1.060 |        0.813 |        1.873
       0.059 |        0.816 |        0.875
       0.060 |        0.812 |        0.872
       0.123 |        0.971 |        1.094
       0.060 |        0.823 |        0.884
       0.142 |        1.170 |        1.312
       0.712 |        1.241 |        1.953
       0.063 |        1.116 |        1.179
       0.125 |        1.240 |        1.365
       0.842 |        1.117 |        1.959
       0.129 |        1.146 |        1.275
       0.110 |        0.880 |        0.990
       0.058 |        0.862 |        0.920
       0.108 |        0.983 |        1.091
       0.126 |        1.105 |        1.230
       1.074 |        1.213 |        2.286
       1.385 |        1.209 |        2.593
       0.115 |        1.241 |        1.356
       0.132 |        0.989 |        1.121
       0.110 |        0.932 |        1.042
       0.115 |        1.259 |        1.374
       0.879 |        0.912 |        1.792
       0.122 |        1.007 |        1.129
       0.109 |        0.879 |        0.988
       0.120 |        1.546 |        1.666
       0.064 |        1.476 |        1.539
       0.600 |        1.582 |        2.183
       0.125 |        1.514 |        1.639
       0.143 |        1.116 |        1.259
       0.087 |        0.970 |        1.057
       0.127 |        1.272 |        1.399
       0.059 |        0.973 |        1.032
       0.142 |        1.134 |        1.276
       1.109 |        0.970 |        2.080
       1.315 |        0.967 |        2.283
       0.061 |        0.970 |        1.031
       0.127 |        1.198 |        1.325
       0.062 |        0.977 |        1.039
       0.596 |        1.081 |        1.677
       0.091 |        0.813 |        0.904
       0.058 |        0.815 |        0.873
       0.056 |        0.882 |        0.939
       0.105 |        0.832 |        0.937
       0.058 |        0.916 |        0.974
       0.663 |        0.814 |        1.477
       0.490 |        0.813 |        1.303
       0.058 |        0.814 |        0.871
       0.798 |        0.896 |        1.694
       1.150 |        0.811 |        1.961
       1.985 |        0.812 |        2.797
       1.795 |        0.812 |        2.607
       0.125 |        0.933 |        1.058
       0.116 |        0.993 |        1.110
       0.061 |        0.976 |        1.036
       0.817 |        0.966 |        1.783
       0.911 |        0.966 |        1.877
       0.111 |        0.992 |        1.103
       0.593 |        1.058 |        1.650
       0.120 |        0.946 |        1.067
       0.899 |        0.985 |        1.883
       0.059 |        0.911 |        0.970
